Crop,Irrigation,N,P,K,pH,Notes
Sesamum,Lateral Move Irrigation,39.6,33.8,40.2,7.28,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,50.0,44.3,36.8,7.32,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,53.0,39.5,42.3,7.35,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,53.8,50.3,25.0,7.27,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,22.6,46.9,20.1,6.71,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,24.9,22.8,48.2,6.15,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,59.8,53.7,41.4,7.23,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,45.1,50.8,33.5,7.36,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Surface Irrigation,36.9,27.1,58.1,6.5,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,41.8,28.1,32.4,6.0,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,39.7,28.4,47.2,7.44,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,58.4,39.5,49.6,6.82,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,32.6,55.8,45.8,7.03,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,38.6,50.9,23.7,6.28,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,20.9,33.3,24.9,6.33,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,47.6,32.5,23.5,6.11,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Surface Irrigation,32.3,48.5,31.5,6.4,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,24.9,50.3,22.7,6.06,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,52.6,25.0,57.1,6.11,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,23.3,41.0,44.8,6.79,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,22.3,35.2,24.5,7.18,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,21.0,47.3,21.7,7.18,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Subsurface Textile Irrigation,57.3,39.7,28.3,7.05,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,59.6,23.9,31.0,7.13,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,53.1,49.1,23.8,6.36,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,51.0,42.0,23.3,6.18,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,51.5,58.4,44.9,7.47,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,52.5,22.9,56.4,6.21,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,52.5,47.9,50.1,6.93,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,57.4,28.3,24.2,6.56,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,45.8,55.9,58.5,7.16,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,37.0,43.2,48.2,6.1,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,46.0,44.5,24.8,6.57,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,56.2,24.9,39.6,6.84,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,45.5,31.1,39.1,6.64,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,52.3,35.0,49.2,6.17,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,48.7,23.0,45.2,7.14,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,25.1,59.7,48.4,6.41,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,29.9,31.4,43.8,6.56,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,24.9,42.1,42.2,6.35,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,30.3,55.9,58.7,6.97,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,52.6,57.1,54.1,7.24,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,52.1,33.3,25.3,6.75,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,59.9,48.5,38.4,6.49,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,40.8,53.5,40.8,7.28,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,38.6,21.9,43.5,7.03,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,47.7,41.4,58.2,7.38,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,43.5,40.1,39.8,7.21,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,25.1,28.3,50.8,6.43,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,56.6,44.4,57.0,6.39,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,55.9,48.0,22.4,6.62,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,39.2,47.0,56.0,6.91,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Subsurface Textile Irrigation,37.6,25.8,44.0,6.77,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,57.5,40.0,49.8,6.53,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Subsurface Textile Irrigation,49.5,24.4,24.2,6.77,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,47.9,34.1,24.1,7.12,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,36.7,49.1,26.5,7.1,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Surface Irrigation,50.7,52.2,43.1,7.33,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,41.3,47.3,30.9,6.77,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,23.3,46.1,35.9,7.21,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,54.5,23.1,38.8,6.3,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,43.3,38.9,34.3,6.42,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,38.6,58.3,50.3,6.17,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Surface Irrigation,40.5,53.9,34.9,6.62,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Subsurface Textile Irrigation,53.8,47.7,56.9,6.18,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Subsurface Textile Irrigation,31.1,42.5,58.3,6.53,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,48.7,38.0,37.5,6.49,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,47.0,59.7,54.7,6.04,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,23.9,54.3,58.4,6.57,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,43.8,30.4,21.2,7.07,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,31.3,21.6,51.4,6.41,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,31.5,54.3,28.8,6.82,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,34.5,57.8,59.3,6.45,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,59.3,57.5,38.2,6.55,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Surface Irrigation,32.8,22.8,24.7,6.71,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,57.6,27.4,27.1,6.56,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,35.7,23.3,48.4,6.87,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Drip Irrigation,21.2,52.4,49.3,7.47,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Rotary Irrigation,51.2,47.5,45.4,7.37,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Center-pivot Irrigation,39.9,40.3,58.5,6.26,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Micro Irrigation,51.2,44.6,21.5,7.15,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,36.6,47.0,51.9,6.56,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Sprinkler Irrigation,59.0,27.9,45.1,6.77,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,32.8,46.2,28.9,7.44,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,20.4,23.4,49.3,6.45,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Flood Irrigation,27.9,54.5,45.3,6.72,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Subsurface Textile Irrigation,59.8,40.7,43.5,7.07,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Surface Irrigation,47.7,36.4,36.3,6.41,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,24.9,54.9,37.9,6.89,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,45.1,58.0,47.8,7.08,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Lateral Move Irrigation,47.5,26.1,29.3,6.23,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Sesamum,Furrow Irrigation,41.4,33.7,20.5,6.07,Fertilizer plan for Sesamum; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,24.8,27.2,50.2,6.64,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,39.9,44.4,30.9,6.53,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,51.5,48.1,74.1,6.42,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Micro Irrigation,58.5,31.4,74.6,7.3,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,51.5,26.6,78.3,6.69,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,63.3,59.4,39.5,6.2,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,31.3,52.7,58.8,6.55,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Micro Irrigation,49.9,54.2,56.5,6.49,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,39.7,42.4,47.5,6.03,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,26.2,54.6,21.4,7.38,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,54.4,46.9,65.5,7.03,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,33.8,44.8,79.0,7.15,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,31.0,22.0,73.3,6.71,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,80.0,53.2,67.7,6.94,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,21.2,39.3,53.1,6.16,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,25.0,48.0,65.6,6.92,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Micro Irrigation,66.4,59.2,54.3,6.61,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Micro Irrigation,58.7,20.1,74.7,7.0,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,33.6,25.2,63.2,6.49,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,34.5,37.8,74.1,6.58,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,20.1,23.5,35.0,6.55,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,34.4,52.2,78.1,6.18,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,51.4,55.1,27.0,6.98,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,55.0,40.7,39.9,7.21,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,40.6,23.7,57.4,7.39,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,29.6,56.6,52.8,6.6,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,41.4,57.1,38.8,6.02,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,36.0,29.6,74.3,6.63,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,53.0,34.0,56.7,6.7,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,29.5,32.9,36.0,6.96,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,45.2,25.8,77.7,7.37,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,28.3,31.6,46.6,6.89,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,62.0,49.2,29.8,7.16,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,46.6,43.5,32.7,6.99,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,62.6,20.3,33.4,7.47,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,41.3,57.0,27.9,6.23,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,77.3,58.4,28.1,6.89,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,56.2,35.2,69.6,7.23,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,65.5,52.4,47.9,6.82,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,78.5,46.5,65.0,7.39,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,57.1,34.6,68.1,7.08,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,37.1,23.3,33.2,6.66,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,46.5,55.0,36.4,6.26,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,32.5,39.5,52.5,6.34,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,25.1,52.7,68.9,6.68,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,53.6,27.5,77.9,6.51,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,59.0,44.4,67.4,6.42,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,66.2,48.1,37.9,7.12,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,30.8,20.2,53.7,6.09,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,45.4,42.9,76.4,6.08,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,70.8,32.5,71.9,7.39,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,33.2,58.5,22.3,7.03,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,54.3,33.8,56.2,6.41,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,26.0,28.5,29.6,7.29,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,65.4,33.5,37.5,6.69,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,59.5,37.8,36.0,6.94,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,44.9,48.7,52.7,6.64,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,78.3,42.0,73.7,6.8,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Micro Irrigation,36.7,44.9,55.8,7.45,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,35.1,55.8,52.9,6.65,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,36.6,50.6,34.0,7.5,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,79.2,47.7,43.0,7.06,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,22.3,59.1,69.5,6.13,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,79.0,22.7,41.2,7.38,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,32.5,55.4,72.3,7.41,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,59.2,27.1,32.7,6.88,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Surface Irrigation,55.4,56.1,57.3,6.38,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,48.3,53.6,22.6,6.44,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,31.6,41.1,78.9,6.68,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,39.8,56.1,57.2,7.39,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,37.4,25.4,25.1,6.58,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,42.6,21.9,30.0,7.39,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,59.0,34.6,34.6,7.1,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,62.5,23.6,64.1,6.24,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,71.9,33.5,65.0,6.31,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,31.3,38.2,53.6,6.1,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,50.6,39.9,28.3,6.86,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,60.9,47.9,68.3,7.42,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,73.3,38.3,28.5,7.21,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,34.6,57.9,28.4,6.94,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Micro Irrigation,33.8,32.8,64.2,6.84,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,67.1,30.2,49.7,7.02,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,55.7,38.1,61.7,7.24,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Furrow Irrigation,68.2,28.6,42.7,6.82,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,40.4,58.5,67.2,6.99,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,21.1,21.1,65.5,6.7,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,66.8,41.3,41.1,6.7,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Rotary Irrigation,43.4,28.9,41.3,6.84,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,40.1,51.9,45.0,6.14,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Micro Irrigation,24.1,21.4,25.3,6.87,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,77.2,55.0,57.4,7.48,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,52.6,31.8,32.5,7.04,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,28.6,23.0,30.5,6.35,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Sprinkler Irrigation,25.9,30.0,20.6,6.22,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Lateral Move Irrigation,65.5,59.4,73.1,6.06,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Center-pivot Irrigation,40.7,22.2,21.9,7.45,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Flood Irrigation,72.0,35.9,35.6,6.1,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,31.7,57.6,57.6,7.21,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Drip Irrigation,63.9,23.5,25.9,7.39,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Soyabean,Subsurface Textile Irrigation,60.3,44.8,24.6,7.26,Fertilizer plan for Soyabean; adjust based on soil test and crop stage.
Sugarcane,Furrow Irrigation,180.3,85.2,142.9,6.46,High N and K demand; apply in multiple splits.
Sugarcane,Furrow Irrigation,194.8,102.3,102.4,6.68,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,158.7,60.3,127.1,7.17,High N and K demand; apply in multiple splits.
Sugarcane,Lateral Move Irrigation,147.6,107.5,147.7,7.08,High N and K demand; apply in multiple splits.
Sugarcane,Lateral Move Irrigation,191.1,81.1,177.9,7.12,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,176.1,50.6,93.0,6.0,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,171.4,103.7,172.2,6.87,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,152.9,90.2,140.1,7.12,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,179.0,73.6,197.6,7.14,High N and K demand; apply in multiple splits.
Sugarcane,Flood Irrigation,196.3,76.2,121.6,6.37,High N and K demand; apply in multiple splits.
Sugarcane,Flood Irrigation,112.9,114.4,88.8,6.62,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,161.1,104.0,122.9,7.19,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,185.0,106.1,140.7,6.6,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,171.1,114.9,83.6,7.38,High N and K demand; apply in multiple splits.
Sugarcane,Flood Irrigation,113.7,114.4,145.3,6.2,High N and K demand; apply in multiple splits.
Sugarcane,Center-pivot Irrigation,180.2,62.4,191.6,6.18,High N and K demand; apply in multiple splits.
Sugarcane,Micro Irrigation,131.2,78.6,159.3,7.19,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,186.5,92.7,84.3,6.67,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,162.0,119.3,111.0,6.22,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,114.3,86.9,174.2,6.36,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,104.8,64.0,182.7,6.09,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,109.5,72.0,97.2,6.14,High N and K demand; apply in multiple splits.
Sugarcane,Lateral Move Irrigation,114.0,58.0,178.3,6.4,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,128.5,61.2,100.4,6.24,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,182.2,69.6,165.2,6.97,High N and K demand; apply in multiple splits.
Sugarcane,Flood Irrigation,167.8,90.4,90.1,6.15,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,125.7,113.4,111.9,6.77,High N and K demand; apply in multiple splits.
Sugarcane,Center-pivot Irrigation,139.4,64.7,177.7,7.43,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,185.5,84.1,163.8,6.84,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,173.4,69.9,183.1,6.47,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,189.1,73.1,94.0,6.59,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,135.9,75.9,140.9,6.56,High N and K demand; apply in multiple splits.
Sugarcane,Furrow Irrigation,139.9,103.2,190.3,7.08,High N and K demand; apply in multiple splits.
Sugarcane,Center-pivot Irrigation,134.4,113.2,94.4,7.39,High N and K demand; apply in multiple splits.
Sugarcane,Surface Irrigation,180.6,50.7,191.9,7.19,High N and K demand; apply in multiple splits.
Sugarcane,Drip Irrigation,190.8,110.1,147.9,7.42,High N and K demand; apply in multiple splits.
Sugarcane,Sprinkler Irrigation,190.9,101.3,147.1,6.43,High N and K demand; apply in multiple splits.
Sugarcane,Subsurface Textile Irrigation,153.9,93.2,193.2,7.16,High N and K demand; apply in multiple splits.
Sugarcane,Furrow Irrigation,127.8,50.9,187.7,6.99,High N and K demand; apply in multiple splits.
